bin	score1	score2	delta
chr1:59299999-59400000	0.0963176	-0.0292029	0.1255205
chr1:59399999-59500000	0.182808	0.00168227	0.18112572999999998
chr1:59499999-59600000	0.185562	-0.0315636	0.2171256
chr1:59599999-59700000	0.0191715	-0.0956701	0.11484159999999999
chr1:59799999-59900000	0.154898	-0.0727681	0.2276661
chr1:59899999-60000000	-0.091255	-0.183278	0.092023
chr1:59999999-60100000	-0.0568266	-0.209025	0.15219839999999998
chr1:60099999-60200000	-0.113414	-0.188579	0.075165
chr1:60199999-60300000	-0.14056	-0.3073	0.16674000000000003
chr1:60299999-60400000	-0.363815	-0.494505	0.13068999999999997
chr1:60399999-60500000	-0.49416	-0.53746	0.04330000000000006
chr1:60499999-60600000	-0.692912	-0.571014	-0.12189799999999995
chr1:60799999-60900000	-0.751779	-0.642408	-0.109371
chr1:60899999-61000000	-0.779722	-0.669447	-0.11027500000000001
chr1:60999999-61100000	-0.783032	-0.505588	-0.2774439999999999
chr1:61099999-61200000	-0.778803	-0.503891	-0.27491200000000005
chr1:61199999-61300000	-0.792831	-0.487986	-0.304845
chr1:61299999-61400000	-0.592696	-0.248169	-0.344527
chr1:61399999-61500000	-0.502531	-0.0618578	-0.44067319999999993
chr1:61499999-61600000	-0.514388	-0.0490258	-0.46536219999999995
chr1:61699999-61800000	-0.520902	-0.0771287	-0.4437733
chr1:61799999-61900000	-0.523581	-0.107931	-0.41564999999999996
chr1:61899999-62000000	-0.528245	-0.157995	-0.37024999999999997
chr1:61999999-62100000	-0.466368	-0.198551	-0.26781699999999997
chr1:62099999-62200000	-0.111536	-0.111747	0.00021100000000000285
chr1:62199999-62300000	-0.0443343	-0.120994	0.0766597
chr1:62499999-62600000	-0.21123	-0.185421	-0.025809
chr1:62599999-62700000	-0.231128	-0.154158	-0.07697000000000001
chr1:62699999-62800000	-0.244678	-0.143623	-0.101055
chr1:62899999-63000000	0.131972	0.0268267	0.10514530000000001
chr1:63199999-63300000	0.159192	-0.0303534	0.1895454
chr1:63399999-63500000	-0.318794	-0.157536	-0.161258
chr1:63499999-63600000	-0.268706	-0.123055	-0.145651
chr1:63699999-63800000	-0.320167	-0.0503454	-0.2698216
chr1:63799999-63900000	-0.0146955	-0.0522133	0.0375178
chr1:63899999-64000000	0.0495028	-0.0238844	0.0733872
chr1:63999999-64100000	-0.0216197	-0.106979	0.0853593
chr1:64099999-64200000	-0.178436	-0.100637	-0.07779900000000001
chr1:64199999-64300000	-0.295225	-0.215571	-0.079654
chr1:64399999-64500000	-0.31771	-0.185173	-0.132537
chr1:64499999-64600000	-0.331719	-0.166878	-0.164841
chr1:64599999-64700000	-0.159945	-0.128647	-0.03129799999999999
chr1:64699999-64800000	-0.507219	-0.149453	-0.357766
chr1:64799999-64900000	-0.516271	-0.140934	-0.37533700000000003
chr1:64899999-65000000	-0.579643	-0.142311	-0.43733200000000005
chr1:65099999-65200000	-0.423314	-0.109397	-0.313917
chr1:65299999-65400000	-0.143854	0.042611	-0.18646500000000002
chr1:65399999-65500000	-0.0706839	-0.00395224	-0.06673166
chr1:65499999-65600000	-0.326526	0.019058	-0.345584
chr1:65599999-65700000	-0.151402	0.0112778	-0.1626798
chr1:65699999-65800000	-0.436947	0.00174528	-0.43869228
chr1:65799999-65900000	-0.32412	0.0202167	-0.3443367
chr1:65899999-66000000	-0.532926	-0.0169456	-0.5159804
chr1:66099999-66200000	-0.696475	-0.115117	-0.5813579999999999
chr1:66199999-66300000	-0.575199	-0.268376	-0.306823
chr1:66299999-66400000	-0.579081	-0.281853	-0.29722799999999994
chr1:66399999-66500000	-0.611725	-0.300599	-0.31112599999999996
chr1:66499999-66600000	-0.63804	-0.433609	-0.20443100000000003
chr1:66599999-66700000	-0.535855	-0.416328	-0.119527
chr1:66699999-66800000	-0.014538	-0.312934	0.298396
chr1:66799999-66900000	0.085953	-0.323737	0.40969
chr1:67099999-67200000	-0.520346	-0.273732	-0.246614
chr1:67299999-67400000	-0.31608	-0.0855003	-0.23057970000000003
chr1:67399999-67500000	-0.0217715	-0.0113663	-0.0104052
chr1:67499999-67600000	-0.0951415	-0.00337148	-0.09177002000000001
chr1:67599999-67700000	0.00270354	-0.0365226	0.03922614
chr1:67699999-67800000	-0.0615314	-0.0356838	-0.0258476
chr1:67799999-67900000	0.0857153	0.0231161	0.0625992
chr1:67899999-68000000	-0.0579643	-0.0177512	-0.0402131
chr1:68099999-68200000	-0.103305	-0.00770005	-0.09560495
chr1:68199999-68300000	-0.141705	-0.0670878	-0.0746172
chr1:68299999-68400000	-0.474442	-0.156873	-0.317569
chr1:68399999-68500000	-0.652762	-0.168878	-0.483884
chr1:68499999-68600000	-0.66431	-0.254892	-0.40941799999999995
chr1:68599999-68700000	-0.439884	-0.374693	-0.065191
chr1:68899999-69000000	-0.552141	-0.523232	-0.028908999999999963
chr1:68999999-69100000	-0.917241	-0.798254	-0.11898699999999995
chr1:69099999-69200000	-0.896588	-0.831564	-0.06502400000000008
chr1:69199999-69300000	-0.929939	-0.821601	-0.10833799999999993
chr1:69299999-69400000	-0.970434	-0.841682	-0.12875199999999998
chr1:69399999-69500000	-0.934249	-0.784952	-0.149297
chr1:69499999-69600000	-0.863123	-0.744599	-0.11852399999999996
chr1:69599999-69700000	-0.924433	-0.75448	-0.1699529999999999
chr1:69799999-69900000	-0.790515	-0.70204	-0.08847499999999997
chr1:69899999-70000000	-0.930484	-0.482158	-0.448326
chr1:69999999-70100000	-0.97736	-0.565659	-0.411701
chr1:70099999-70200000	-0.941003	-0.679955	-0.26104800000000006
chr1:70199999-70300000	-0.936137	-0.729297	-0.20684000000000002
chr1:70299999-70400000	-0.999127	-0.739526	-0.25960099999999997
chr1:70399999-70500000	-0.670752	-0.459944	-0.210808
chr1:70599999-70700000	-0.0750478	-0.0896005	0.014552700000000002
chr1:70799999-70900000	-0.05765	-0.0535117	-0.0041382999999999975
chr1:70999999-71100000	-0.817156	-0.283815	-0.5333410000000001
chr1:71199999-71300000	-0.822439	-0.318531	-0.503908
chr1:71299999-71400000	-0.809805	-0.278442	-0.531363
chr1:71399999-71500000	-0.812769	-0.25047	-0.5622989999999999
chr1:71499999-71600000	-0.55098	-0.278335	-0.272645
chr1:71599999-71700000	-0.764672	-0.723253	-0.041418999999999984
chr1:71699999-71800000	-0.88853	-0.857453	-0.03107700000000002
chr1:71799999-71900000	-0.876961	-0.678558	-0.198403
chr1:71999999-72100000	-0.837199	-0.791942	-0.04525699999999999
chr1:72099999-72200000	-0.994035	-0.773397	-0.220638
chr1:72199999-72300000	-0.842973	-0.860591	0.017618000000000023
chr1:72299999-72400000	-0.780196	-0.828444	0.04824799999999996
chr1:72399999-72500000	-0.878668	-0.829562	-0.04910599999999998
chr1:72499999-72600000	-0.969216	-0.731956	-0.23725999999999992
chr1:72799999-72900000	-0.895946	-0.788072	-0.10787400000000003
chr1:72899999-73000000	-0.866085	-0.784861	-0.08122399999999996
chr1:72999999-73100000	-0.85239	-0.92117	0.06878000000000006
chr1:73099999-73200000	-0.904163	-0.681504	-0.22265900000000005
chr1:73199999-73300000	-0.958013	-0.864309	-0.09370400000000001
chr1:73299999-73400000	-0.9999	-0.79854	-0.20135999999999998
chr1:73399999-73500000	-0.9999	-0.757952	-0.24194800000000005
chr1:73499999-73600000	-0.957864	-0.711658	-0.24620600000000004
chr1:73699999-73800000	-0.879003	-0.817774	-0.06122899999999998
chr1:73799999-73900000	-0.883401	-0.879602	-0.003798999999999997
chr1:73899999-74000000	-0.898434	-0.813612	-0.08482199999999995
chr1:73999999-74100000	-0.923836	-0.747953	-0.175883
chr1:74099999-74200000	-0.846611	-0.680351	-0.16625999999999996
chr1:74199999-74300000	-0.788991	-0.715944	-0.07304699999999997
chr1:74299999-74400000	-0.80154	-0.713489	-0.08805099999999999
chr1:74499999-74600000	-0.90545	-0.813592	-0.091858
chr1:74699999-74800000	-0.881651	-0.782583	-0.09906799999999993
chr1:74899999-75000000	-0.821721	-0.821152	-0.0005690000000000417
chr1:74999999-75100000	-0.664536	-0.78841	0.12387400000000004
chr1:75099999-75200000	-0.39484	-0.403652	0.008811999999999987
chr1:75199999-75300000	-0.568921	-0.584451	0.015530000000000044
chr1:75299999-75400000	-0.843248	-0.757552	-0.085696
chr1:75399999-75500000	-0.793424	-0.721566	-0.07185799999999998
chr1:75599999-75700000	-0.693258	-0.434267	-0.258991
chr1:75699999-75800000	-0.689045	-0.288611	-0.400434
chr1:75799999-75900000	-0.773252	-0.29165	-0.48160200000000003
chr1:75899999-76000000	-0.806463	-0.218013	-0.58845
chr1:75999999-76100000	-0.802445	-0.185631	-0.616814
chr1:76099999-76200000	-0.534926	-0.148232	-0.386694
chr1:76199999-76300000	-0.156832	-0.159316	0.002484000000000014
chr1:76299999-76400000	-0.415575	-0.380951	-0.034624000000000044
chr1:76599999-76700000	-0.593799	-0.563287	-0.030511999999999984
chr1:76699999-76800000	-0.592713	-0.739715	0.14700199999999997
chr1:76799999-76900000	-0.726849	-0.749584	0.02273500000000006
chr1:76899999-77000000	-0.672912	-0.780365	0.10745300000000002
chr1:76999999-77100000	-0.666543	-0.712611	0.046068
chr1:77099999-77200000	-0.665192	-0.719876	0.054683999999999955
chr1:77199999-77300000	-0.610364	-0.694677	0.08431299999999997
chr1:77399999-77500000	-0.361368	-0.642562	0.28119399999999994
chr1:77499999-77600000	-0.556853	-0.527712	-0.029141000000000084
chr1:77599999-77700000	-0.380813	-0.338739	-0.042074
chr1:77699999-77800000	-0.566811	-0.447506	-0.11930499999999994
chr1:77799999-77900000	-0.543966	-0.37669	-0.16727599999999992
chr1:77899999-78000000	-0.34374	-0.302568	-0.041171999999999986
chr1:77999999-78100000	-0.0522202	-0.0799059	0.0276857
chr1:78199999-78300000	0.109646	-0.00487312	0.11451911999999999
chr1:78399999-78500000	0.10607	-0.0452089	0.1512789
chr1:78499999-78600000	-0.181941	-0.152968	-0.028973
chr1:78799999-78900000	-0.761944	-0.81068	0.048736
chr1:78999999-79100000	-0.523324	-0.786245	0.26292099999999996
chr1:79099999-79200000	-0.388597	-0.666584	0.27798699999999993
chr1:79199999-79300000	-0.624866	-0.658996	0.034129999999999994
chr1:79299999-79400000	-0.767686	-0.777781	0.010094999999999965
chr1:79399999-79500000	-0.818744	-0.921289	0.102545
chr1:79499999-79600000	-0.773527	-0.766826	-0.006700999999999957
chr1:79599999-79700000	-0.781396	-0.81112	0.029723999999999973
chr1:79799999-79900000	-0.759936	-0.781839	0.021903000000000006
chr1:79899999-80000000	-0.643835	-0.799545	0.1557099999999999
chr1:79999999-80100000	-0.818149	-0.811026	-0.0071229999999999905
chr1:80099999-80200000	-0.554578	-0.730802	0.17622399999999994
chr1:80199999-80300000	-0.739832	-0.83903	0.09919800000000001
chr1:80299999-80400000	-0.803317	-0.790829	-0.012487999999999944
chr1:80599999-80700000	-0.843591	-0.75082	-0.09277099999999994
chr1:80699999-80800000	-0.880581	-0.646677	-0.233904
chr1:80799999-80900000	-0.979628	-0.852095	-0.127533
chr1:80899999-81000000	-0.814197	-0.742245	-0.0719519999999999
chr1:80999999-81100000	-0.820386	-0.849321	0.028935000000000044
chr1:81099999-81200000	-0.659874	-0.792862	0.132988
chr1:81199999-81300000	-0.829494	-0.884795	0.055301000000000045
chr1:81299999-81400000	-0.854035	-0.779213	-0.07482199999999994
chr1:81499999-81600000	-0.959507	-0.684182	-0.27532500000000004
chr1:81599999-81700000	-0.812077	-0.802511	-0.009566000000000074
chr1:81699999-81800000	-0.8116	-0.7664	-0.04520000000000002
chr1:81799999-81900000	-0.664316	-0.731583	0.06726699999999997
chr1:81899999-82000000	-0.55467	-0.707655	0.15298500000000004
chr1:81999999-82100000	-0.0900759	-0.636488	0.5464121000000001
chr1:82099999-82200000	-0.199496	-0.719613	0.5201169999999999
chr1:82299999-82400000	-0.675541	-0.709612	0.03407100000000007
chr1:82499999-82600000	-0.660368	-0.701597	0.04122900000000007
chr1:82699999-82800000	-0.614068	-0.808472	0.19440400000000002
chr1:82799999-82900000	-0.796788	-0.866694	0.06990599999999991
chr1:82899999-83000000	-0.812391	-0.73181	-0.08058100000000001
chr1:82999999-83100000	-0.880772	-0.787893	-0.09287900000000004
chr1:83099999-83200000	-0.869205	-0.863264	-0.005940999999999974
chr1:83199999-83300000	-0.934925	-0.859213	-0.075712
chr1:83399999-83500000	-0.870554	-0.763235	-0.10731900000000005
chr1:83499999-83600000	-0.890949	-0.691693	-0.199256
chr1:83599999-83700000	-0.9999	-0.9999	0.0
chr1:83699999-83800000	-0.9999	-0.9999	0.0
chr1:83799999-83900000	-0.83171	-0.9999	0.16819000000000006
chr1:83899999-84000000	-0.5774	-0.942814	0.365414
chr1:83999999-84100000	-0.553054	-0.724232	0.17117799999999994
chr1:84099999-84200000	-0.682325	-0.659673	-0.022652000000000005
chr1:84399999-84500000	-0.789868	-0.168193	-0.621675
chr1:84499999-84600000	-0.719746	-0.215249	-0.504497
chr1:84599999-84700000	-0.724082	-0.353127	-0.370955
chr1:84699999-84800000	-0.533581	-0.156801	-0.37678
chr1:84799999-84900000	-0.536084	-0.211109	-0.324975
chr1:84899999-85000000	-0.130116	-0.0884669	-0.04164910000000001
chr1:84999999-85100000	-0.0584286	-0.0838739	0.025445300000000004
chr1:85199999-85300000	-0.338315	-0.186402	-0.15191299999999996
chr1:85299999-85400000	-0.134731	-0.234814	0.100083
chr1:85399999-85500000	0.00491327	-0.156412	0.16132527
chr1:85499999-85600000	-0.197199	-0.159914	-0.03728500000000001
chr1:85599999-85700000	-0.283738	-0.0670748	-0.2166632
chr1:85699999-85800000	-0.23115	-0.107098	-0.124052
chr1:85799999-85900000	-0.565108	-0.3728	-0.19230800000000003
chr1:85999999-86100000	-0.348567	-0.166993	-0.181574
chr1:86199999-86300000	-0.682317	-0.684692	0.002375000000000016
chr1:86299999-86400000	-0.683236	-0.816012	0.132776
chr1:86599999-86700000	-0.688236	-0.690999	0.002763000000000071
chr1:86699999-86800000	-0.65961	-0.689042	0.029432000000000014
chr1:86799999-86900000	-0.581251	-0.417657	-0.16359399999999996
chr1:86899999-87000000	-0.438956	-0.244161	-0.19479500000000002
chr1:86999999-87100000	-0.607391	-0.372158	-0.23523300000000003
chr1:87099999-87200000	-0.390547	-0.253446	-0.13710099999999997
chr1:87299999-87400000	0.0187856	-0.0157107	0.0344963
chr1:87399999-87500000	-0.00808302	-0.016277	0.00819398
chr1:87499999-87600000	-0.0407002	-0.128097	0.0873968
chr1:87599999-87700000	-0.161705	-0.241385	0.07968
chr1:87699999-87800000	-0.289616	-0.256379	-0.03323699999999996
chr1:87799999-87900000	-0.195516	-0.263233	0.067717
chr1:87899999-88000000	-0.2558	-0.416904	0.16110399999999997
chr1:87999999-88100000	-0.378314	-0.484106	0.105792
chr1:88299999-88400000	-0.506693	-0.668901	0.16220800000000002
chr1:88399999-88500000	-0.543794	-0.588456	0.04466199999999998
chr1:88499999-88600000	-0.451895	-0.735035	0.28314
chr1:88599999-88700000	-0.414854	-0.706494	0.29163999999999995
chr1:88699999-88800000	-0.598143	-0.766257	0.16811399999999999
chr1:88799999-88900000	-0.481899	-0.753065	0.27116599999999996
chr1:88899999-89000000	-0.596355	-0.72671	0.130355
chr1:89099999-89200000	-0.0128416	-0.146	0.13315839999999998
chr1:89199999-89300000	-0.0144004	-0.0864005	0.07200010000000001
chr1:89299999-89400000	0.0676633	-0.0993383	0.1670016
chr1:89399999-89500000	0.0124636	-0.2058	0.2182636
chr1:89499999-89600000	0.0860458	-0.255107	0.3411528
chr1:89599999-89700000	0.00721888	-0.31575	0.32296887999999996
chr1:89699999-89800000	-0.0713911	-0.301322	0.2299309
chr1:89899999-90000000	0.00974132	-0.142312	0.15205332
chr1:90099999-90200000	0.263723	0.00615991	0.25756309
chr1:90199999-90300000	0.164606	0.0695773	0.09502870000000001
chr1:90399999-90500000	-0.0323927	-0.00954771	-0.022844990000000003
chr1:90499999-90600000	-0.370833	-0.190448	-0.18038500000000002
chr1:90599999-90700000	-0.354641	-0.263187	-0.09145399999999998
chr1:90699999-90800000	-0.229303	-0.215697	-0.013606000000000007
chr1:90799999-90900000	-0.169431	-0.359646	0.19021500000000002
chr1:90999999-91100000	-0.231115	-0.227686	-0.0034289999999999876
chr1:91099999-91200000	-0.426983	-0.138845	-0.288138
chr1:91199999-91300000	-0.356267	0.0308477	-0.3871147
chr1:91299999-91400000	-0.2338	-0.0127323	-0.2210677
chr1:91399999-91500000	0.034435	-0.0273367	0.0617717
chr1:91499999-91600000	-0.0727946	-0.0695451	-0.0032495000000000024
chr1:91599999-91700000	-0.380466	-0.0915134	-0.2889526
chr1:91699999-91800000	-0.42277	-0.0249571	-0.39781289999999997
chr1:91999999-92100000	-0.0693956	0.0958941	-0.16528969999999998
chr1:92099999-92200000	-0.0516675	0.134869	-0.1865365
chr1:92199999-92300000	0.0332626	0.138221	-0.10495840000000001
chr1:92299999-92400000	-0.0406125	0.115682	-0.1562945
chr1:92399999-92500000	-0.219957	0.0792275	-0.2991845
chr1:92499999-92600000	-0.228329	0.0998762	-0.3282052
chr1:92599999-92700000	-0.240089	0.0764831	-0.3165721
chr1:92699999-92800000	-0.0181917	0.125619	-0.1438107
chr1:92899999-93000000	0.219157	0.124796	0.09436099999999999
chr1:92999999-93100000	0.235072	0.138817	0.09625500000000001
chr1:93099999-93200000	-0.0607507	0.124848	-0.1855987
chr1:93199999-93300000	0.105618	0.184388	-0.07876999999999999
chr1:93299999-93400000	0.306898	0.177067	0.129831
chr1:93399999-93500000	0.373515	0.163902	0.209613
chr1:93699999-93800000	0.201937	0.146976	0.05496100000000001
chr1:93799999-93900000	0.0372018	0.117963	-0.0807612
chr1:93899999-94000000	-0.0892373	0.208376	-0.2976133
chr1:94099999-94200000	0.218984	0.136651	0.08233300000000002
chr1:94399999-94500000	-0.161814	0.0451431	-0.2069571
chr1:94599999-94700000	-0.43778	-0.172203	-0.265577
chr1:94699999-94800000	-0.420303	-0.0980492	-0.3222538
chr1:94799999-94900000	-0.189693	-0.0883302	-0.1013628
chr1:94899999-95000000	-0.304004	-0.165914	-0.13809
chr1:94999999-95100000	-0.424145	-0.100025	-0.32411999999999996
chr1:95099999-95200000	-0.357211	-0.0532984	-0.3039126
chr1:95199999-95300000	-0.360866	-0.138619	-0.22224700000000003
chr1:95399999-95500000	-0.348252	-0.129834	-0.218418
chr1:95499999-95600000	-0.388548	-0.101594	-0.286954
chr1:95599999-95700000	-0.548622	-0.0563788	-0.49224320000000005
chr1:95699999-95800000	-0.706277	-0.338066	-0.36821100000000007
chr1:95799999-95900000	-0.843547	-0.494542	-0.34900500000000007
chr1:95899999-96000000	-0.918478	-0.697858	-0.22062000000000004
chr1:96199999-96300000	-0.961745	-0.765985	-0.19575999999999993
chr1:96299999-96400000	-0.936763	-0.809699	-0.12706400000000007
chr1:96399999-96500000	-0.96394	-0.822037	-0.141903
chr1:96499999-96600000	-0.874564	-0.783266	-0.09129799999999999
chr1:96599999-96700000	-0.9999	-0.816315	-0.183585
chr1:96699999-96800000	-0.9999	-0.747001	-0.252899
chr1:96799999-96900000	-0.894583	-0.777814	-0.11676900000000001
chr1:96899999-97000000	-0.78718	-0.76276	-0.024419999999999997
chr1:97099999-97200000	-0.574932	-0.442738	-0.13219399999999998
chr1:97199999-97300000	-0.363028	-0.242057	-0.12097100000000002
chr1:97299999-97400000	-0.671495	-0.744394	0.07289900000000005
chr1:97399999-97500000	-0.477653	-0.657667	0.180014
chr1:97499999-97600000	-0.587277	-0.730487	0.14320999999999995
chr1:97599999-97700000	-0.402738	-0.792731	0.389993
chr1:97699999-97800000	-0.303121	-0.718309	0.415188
chr1:97899999-98000000	-0.158816	-0.723288	0.5644720000000001
chr1:98099999-98200000	-0.350982	-0.84073	0.48974799999999996
chr1:98299999-98400000	-0.267768	-0.801591	0.533823
chr1:98399999-98500000	-0.609881	-0.703672	0.09379099999999996
chr1:98499999-98600000	-0.745076	-0.735283	-0.00979299999999994
chr1:98599999-98700000	-0.765425	-0.854299	0.08887400000000001
chr1:98699999-98800000	-0.924135	-0.727564	-0.19657100000000005
chr1:98799999-98900000	-0.839678	-0.748659	-0.09101900000000007
chr1:98999999-99100000	-0.826349	-0.919794	0.093445
chr1:99099999-99200000	-0.529642	-0.821743	0.29210100000000006
chr1:99199999-99300000	-0.717661	-0.768555	0.050893999999999995
chr1:99299999-99400000	-0.756137	-0.847791	0.09165400000000001
chr1:99399999-99500000	-0.780186	-0.690332	-0.0898540000000001
chr1:99499999-99600000	-0.730308	-0.740092	0.009784000000000015
chr1:99599999-99700000	-0.712817	-0.623797	-0.08901999999999999
chr1:99699999-99800000	-0.791812	-0.562066	-0.229746
chr1:99999999-100100000	-0.387774	-0.168787	-0.21898700000000001
chr1:100099999-100200000	-0.341792	-0.232586	-0.109206
chr1:100199999-100300000	0.100835	-0.0164552	0.1172902
chr1:100299999-100400000	0.162559	0.0297014	0.13285760000000002
chr1:100399999-100500000	0.207691	0.0934042	0.11428679999999998
chr1:100499999-100600000	0.277995	0.126299	0.151696
chr1:100599999-100700000	0.198241	0.0667947	0.13144630000000002
chr1:100799999-100900000	0.205133	0.0835588	0.12157420000000001
chr1:100899999-101000000	-0.0392595	-0.0962089	0.0569494
chr1:100999999-101100000	-0.178793	-0.248835	0.070042
chr1:101099999-101200000	-0.168363	-0.280092	0.111729
chr1:101199999-101300000	-0.121953	-0.0709761	-0.050976900000000006
chr1:101299999-101400000	-0.0560484	-0.101926	0.045877600000000004
chr1:101399999-101500000	0.0302298	-0.0126295	0.0428593
chr1:101599999-101700000	0.0816773	-0.0166015	0.0982788
chr1:101799999-101900000	0.188148	-0.39375	0.581898
chr1:101899999-102000000	-0.230585	-0.559254	0.328669
chr1:102199999-102300000	-0.776267	-0.883601	0.10733399999999993
chr1:102299999-102400000	-0.856443	-0.810733	-0.04570999999999992
chr1:102399999-102500000	-0.827154	-0.702494	-0.12465999999999999
chr1:102499999-102600000	-0.745657	-0.743365	-0.0022919999999999607
chr1:102599999-102700000	-0.898896	-0.843627	-0.05526900000000001
chr1:102699999-102800000	-0.789192	-0.87767	0.08847799999999995
chr1:102899999-103000000	-0.903159	-0.829485	-0.07367400000000002
chr1:102999999-103100000	-0.823022	-0.821297	-0.0017249999999999766
chr1:103099999-103200000	-0.912731	-0.750469	-0.1622619999999999
chr1:103199999-103300000	-0.93774	-0.812764	-0.12497599999999998
chr1:103299999-103400000	-0.863812	-0.786879	-0.07693300000000003
chr1:103399999-103500000	-0.948694	-0.779685	-0.16900900000000008
chr1:103499999-103600000	-0.804747	-0.897899	0.09315200000000001
chr1:103599999-103700000	-0.9999	-0.68492	-0.31498000000000004
chr1:103999999-104100000	-0.540685	-0.500774	-0.03991099999999992
chr1:104099999-104200000	-0.947098	-0.939263	-0.007835000000000036
chr1:104299999-104400000	-0.871407	-0.70609	-0.16531700000000005
chr1:104399999-104500000	-0.932471	-0.805007	-0.12746400000000002
chr1:104499999-104600000	-0.848398	-0.82894	-0.019457999999999975
chr1:104699999-104800000	-0.882276	-0.695054	-0.187222
chr1:104799999-104900000	-0.886323	-0.773845	-0.11247799999999997
chr1:104899999-105000000	-0.838906	-0.729496	-0.10941000000000001
chr1:104999999-105100000	-0.771605	-0.783093	0.011488000000000054
chr1:105099999-105200000	-0.709903	-0.734831	0.02492800000000006
chr1:105199999-105300000	-0.437881	-0.761128	0.323247
chr1:105299999-105400000	-0.637192	-0.732672	0.09548000000000001
chr1:105499999-105600000	-0.757892	-0.849768	0.09187599999999996
chr1:105699999-105800000	-0.913454	-0.814311	-0.09914299999999998
chr1:105799999-105900000	-0.996767	-0.76215	-0.23461699999999996
chr1:105999999-106100000	-0.860488	-0.833373	-0.027115
chr1:106099999-106200000	-0.942384	-0.815344	-0.12704000000000004
chr1:106199999-106300000	-0.804535	-0.876715	0.07218000000000002
chr1:106299999-106400000	-0.898104	-0.767831	-0.13027299999999997
chr1:106399999-106500000	-0.875939	-0.646083	-0.22985600000000006
chr1:106599999-106700000	-0.919364	-0.874539	-0.044825000000000004
chr1:106699999-106800000	-0.890948	-0.824907	-0.06604100000000002
chr1:106799999-106900000	-0.867453	-0.769165	-0.09828800000000004
chr1:106899999-107000000	-0.840423	-0.706459	-0.13396400000000008
chr1:106999999-107100000	-0.871168	-0.792899	-0.07826900000000003
chr1:107099999-107200000	-0.830873	-0.77489	-0.055983000000000005
chr1:107199999-107300000	-0.77226	-0.799335	0.02707500000000007
chr1:107299999-107400000	-0.711214	-0.667595	-0.04361899999999996
chr1:107599999-107700000	-0.520581	-0.501841	-0.01873999999999998
chr1:107699999-107800000	-0.522389	-0.647709	0.12532
chr1:107799999-107900000	-0.528798	-0.542142	0.013344000000000023
chr1:107899999-108000000	-0.373294	-0.55996	0.186666
chr1:107999999-108100000	-0.191708	-0.594779	0.40307099999999996
chr1:108099999-108200000	-0.408995	-0.642828	0.23383299999999996
chr1:108199999-108300000	-0.368619	-0.515929	0.14731
chr1:108299999-108400000	-0.0986173	-0.38811	0.2894927
chr1:108499999-108600000	0.0521272	-0.246069	0.2981962
chr1:108599999-108700000	-0.0526049	-0.144406	0.0918011
chr1:108699999-108800000	-0.11136	-0.149545	0.03818500000000001
chr1:108799999-108900000	-0.32291	-0.072918	-0.249992
chr1:108999999-109100000	-0.0076565	0.0773385	-0.084995
chr1:109299999-109400000	0.324205	0.193086	0.131119
chr1:109399999-109500000	0.392591	0.148069	0.24452200000000002
chr1:109499999-109600000	0.480302	0.193108	0.287194
chr1:109699999-109800000	0.51535	0.233736	0.281614
chr1:109999999-110100000	0.577795	0.243478	0.334317
chr1:110099999-110200000	0.586431	0.286737	0.299694
chr1:110199999-110300000	0.55979	0.391719	0.16807100000000003
chr1:110299999-110400000	0.519144	0.279625	0.23951900000000004
chr1:110399999-110500000	0.562186	0.284679	0.27750699999999995
chr1:110499999-110600000	0.559103	0.289624	0.269479
chr1:110699999-110800000	0.508183	0.33288	0.17530300000000004
chr1:110799999-110900000	0.498342	0.314001	0.18434100000000003
chr1:110899999-111000000	0.476285	0.274327	0.20195800000000003
chr1:110999999-111100000	0.396384	0.273714	0.12267
chr1:111099999-111200000	0.520357	0.212556	0.307801
chr1:111199999-111300000	0.50735	0.252827	0.25452299999999994
chr1:111299999-111400000	0.41734	0.280936	0.13640399999999997
chr1:111399999-111500000	0.424693	0.198331	0.22636199999999998
chr1:111699999-111800000	0.544436	0.255095	0.289341
chr1:111799999-111900000	0.403464	0.251492	0.151972
chr1:111899999-112000000	0.402002	0.274973	0.127029
chr1:111999999-112100000	0.513456	0.284637	0.22881900000000005
chr1:112099999-112200000	0.560733	0.322943	0.23779000000000006
chr1:112199999-112300000	0.375225	0.279813	0.095412
chr1:112299999-112400000	0.217503	0.194222	0.023280999999999996
chr1:112499999-112600000	0.0459643	0.195611	-0.14964670000000002
chr1:112599999-112700000	-0.0381783	0.210307	-0.2484853
chr1:112699999-112800000	0.00624712	0.19114	-0.18489288
chr1:112799999-112900000	0.0997744	0.298335	-0.19856060000000003
chr1:112899999-113000000	0.402457	0.295462	0.106995
chr1:112999999-113100000	0.384581	0.305159	0.07942199999999999
chr1:113099999-113200000	0.474027	0.339283	0.13474399999999997
chr1:113299999-113400000	0.329215	0.32311	0.0061049999999999716
chr1:113499999-113600000	0.343552	0.273852	0.06970000000000004
chr1:113599999-113700000	0.227584	0.270523	-0.042939000000000005
chr1:113799999-113900000	-0.136922	0.202424	-0.339346
chr1:113899999-114000000	-0.0415071	0.181716	-0.22322309999999998
chr1:113999999-114100000	-0.109333	0.089797	-0.19913
chr1:114099999-114200000	-0.118734	0.136519	-0.255253
chr1:114199999-114300000	0.176556	0.228865	-0.05230900000000002
chr1:114399999-114500000	0.523522	0.2521	0.27142200000000005
